City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Emerald,-23.5333,148.1667,75.34,57,0,13.8,AU,1644187904
Roald,62.5833,6.1333,40.91,75,20,13.8,NO,1644187904
Djenné,13.9061,-4.5533,74.16,10,0,8.23,ML,1644187905
Talnakh,69.4865,88.3972,-27.83,98,56,1.97,RU,1644187423
Ellensburg,46.9965,-120.5479,54.91,73,0,3.0,US,1644187905
Guymon,36.6828,-101.4816,48.2,49,40,21.85,US,1644187905
Taywarah,33.35,64.4167,6.06,71,0,4.59,AF,1644187906
Rohri,27.6922,68.8951,55.27,71,51,4.61,PK,1644187906
Marsá Maţrūḩ,31.3525,27.2453,50.2,76,0,4.61,EG,1644187368
Muyezerskiy,63.9333,31.65,22.39,93,100,12.48,RU,1644187907
Atasū,48.6814,71.6433,21.0,95,100,12.95,KZ,1644187907
Carutapera,-1.195,-46.02,76.33,93,99,6.11,BR,1644187907
Yanam,16.7333,82.2167,65.64,89,95,2.59,IN,1644187663
Zapolyarnyy,69.4154,30.8136,18.68,97,30,7.05,RU,1644187908
Palu,-0.8917,119.8707,76.42,89,85,3.65,ID,1644187908
Sørland,67.667,12.6934,36.14,62,100,11.97,NO,1644187909
Pirot,43.1531,22.5861,38.21,87,34,4.72,RS,1644187909
Lianran,24.9227,102.485,36.14,87,0,1.39,CN,1644187909
Balakovo,52.0278,47.8007,0.99,98,100,4.74,RU,1644187910
Rome,43.2128,-75.4557,30.06,64,0,11.5,US,1644187427
Birao,10.2849,22.7882,64.29,16,78,6.91,CF,1644187852
Najrān,17.4924,44.1277,54.25,51,67,3.8,SA,1644187571
Turukhansk,65.8167,87.9833,-21.12,100,84,3.47,RU,1644187373
Trincomalee,8.5711,81.2335,78.62,72,84,12.82,LK,1644187971
Bathsheba,13.2167,-59.5167,79.41,73,75,16.11,BB,1644187971
The Valley,18.217,-63.0578,77.14,73,75,12.66,AI,1644187776
Ballina,-28.8667,153.5667,71.78,82,75,13.8,AU,1644187971
George Town,5.4112,100.3354,76.98,93,40,1.99,MY,1644187934
Jega,12.2175,4.3792,72.66,15,0,10.27,NG,1644187972
Nizwá,22.9333,57.5333,63.7,58,0,2.62,OM,1644187972
Abhā,18.2164,42.5053,52.05,54,0,0.0,SA,1644187973
Coahuayana Viejo,18.7333,-103.6833,83.75,42,22,6.13,MX,1644187973
Ngunguru,-35.6167,174.5,76.15,98,100,6.38,NZ,1644187952
Vao,-22.6667,167.4833,80.65,81,75,3.13,NC,1644187835
Hīt,33.6416,42.8251,50.61,55,34,0.92,IQ,1644187884
Kollam,8.8833,76.6,78.67,85,55,6.85,IN,1644187974
Siyana,28.6277,78.0599,50.65,71,21,1.86,IN,1644187974
Doha,25.2867,51.5333,60.69,67,0,13.8,QA,1644187947
Rawson,-43.3002,-65.1023,70.86,37,4,17.0,AR,1644187975
Phalaborwa,-23.943,31.1411,70.88,88,40,10.07,ZA,1644187975
São Filipe,14.8961,-24.4956,73.02,75,0,5.82,CV,1644187975
Shimoda,34.6667,138.95,38.1,82,75,3.51,JP,1644187799
Salina Cruz,16.1667,-95.2,81.63,50,2,21.52,MX,1644187976
Bariloche,-41.1456,-71.3082,83.95,14,20,5.75,AR,1644187826
Atambua,-9.1061,124.8925,77.04,83,46,0.29,ID,1644187625
Aitape,-3.1374,142.3475,79.83,85,100,2.86,PG,1644187977
Tagusao,9.1924,117.8141,77.31,84,97,6.85,PH,1644187977
Rabo de Peixe,37.8,-25.5833,61.29,92,40,10.36,PT,1644187977
Kaduqli,11.0167,29.7167,66.76,16,13,12.12,SD,1644187978
Lake Havasu City,34.4839,-114.3224,72.21,12,0,15.99,US,1644187909
Pritzwalk,53.1494,12.1741,39.61,97,94,14.14,DE,1644187978
Tórshavn,62.0097,-6.7716,34.99,53,12,21.83,FO,1644187979
Nantucket,41.2835,-70.0995,30.31,65,20,8.05,US,1644187979
Dwārka,22.2394,68.9678,67.71,64,5,8.12,IN,1644187946
Vila Velha,-20.3297,-40.2925,80.55,86,40,10.0,BR,1644187924
Comodoro Rivadavia,-45.8667,-67.5,75.06,35,0,9.22,AR,1644187501
La Palma,33.8464,-118.0467,83.66,32,0,6.91,US,1644187980
San Patricio,28.017,-97.5169,66.29,65,61,8.1,US,1644187426
Bragança,-1.0536,-46.7656,74.32,96,100,1.32,BR,1644187980
Portland,45.5234,-122.6762,63.05,65,40,1.01,US,1644187916
Abu Dhabi,24.4667,54.3667,66.22,61,20,1.99,AE,1644187838
Lüderitz,-26.6481,15.1594,69.17,72,34,6.08,NA,1644187981
Muros,42.7762,-9.0603,48.85,83,39,8.37,ES,1644187673
Moïssala,8.3404,17.7663,73.94,19,60,5.5,TD,1644187981
Loukhi,66.0764,33.0381,11.19,95,100,9.66,RU,1644187982
Goderich,43.7501,-81.7165,28.72,64,100,13.8,CA,1644187669
Ndélé,8.4109,20.6473,70.29,17,65,7.02,CF,1644187982
Alyangula,-13.8483,136.4192,78.67,100,84,0.0,AU,1644187982
Bakel,14.905,-12.4568,79.72,9,0,9.55,SN,1644187983
Gurupá,-1.405,-51.64,74.23,98,100,3.71,BR,1644187983
Yabrūd,33.9674,36.6574,33.46,78,25,3.69,SY,1644187983
Lábrea,-7.2586,-64.7981,75.54,93,74,1.43,BR,1644187984
Skibbereen,51.55,-9.2667,50.11,90,92,9.8,IE,1644187984
Garden City,42.3256,-83.331,31.26,65,20,13.8,US,1644187920
Tuy Hoa,13.0833,109.3,70.86,92,86,4.68,VN,1644188045
Kropotkin,45.4375,40.5756,34.0,80,100,10.45,RU,1644187919
Altamira,-3.2033,-52.2064,74.07,98,100,3.09,BR,1644188045
Champerico,14.3,-91.9167,90.14,63,12,8.57,GT,1644188046
Korla,41.7597,86.1469,22.26,50,7,2.75,CN,1644187731
Xining,36.6167,101.7667,7.81,93,91,2.68,CN,1644188046
Jalu,29.0331,21.5482,57.72,32,22,5.59,LY,1644187696
Krasnogorskoye,52.2953,86.1979,-4.09,99,27,3.44,RU,1644188047
Quelimane,-17.8786,36.8883,78.75,89,40,6.91,MZ,1644187515
Neepawa,50.2289,-99.4664,1.8,93,31,7.11,CA,1644188047
Ocher,57.8904,54.7202,15.51,94,100,6.62,RU,1644188047
Morro Bay,35.3658,-120.8499,74.59,45,0,1.99,US,1644187767
Egvekinot,66.3167,-179.1667,-10.97,81,1,7.52,RU,1644187804
Coaldale,49.7167,-112.6185,53.11,29,75,23.02,CA,1644188048
Constitución,-35.3333,-72.4167,66.09,64,8,10.2,CL,1644188048
Diu,20.7141,70.9822,63.03,70,12,6.04,IN,1644188049
Sola,-13.8833,167.55,82.94,78,100,18.61,VU,1644187701
Waingapu,-9.6567,120.2641,80.08,81,73,4.65,ID,1644188049
Tomatlán,19.9333,-105.25,85.26,41,25,12.41,MX,1644187967
Jinka,5.65,36.65,68.45,31,36,1.57,ET,1644188049
Salalah,17.0151,54.0924,71.73,31,86,16.13,OM,1644187951
Tadine,-21.55,167.8833,83.86,74,89,5.32,NC,1644187954
Cherskiy,68.75,161.3,-31.09,100,23,1.01,RU,1644187607
Dindori,22.95,81.0833,52.45,30,0,1.3,IN,1644188050
Lahān,26.7296,86.4951,54.66,74,12,3.0,NP,1644188050
Yārāda,17.65,83.2667,66.52,94,20,2.3,IN,1644187813
Ust-Maya,60.4167,134.5333,-38.43,100,97,1.5,RU,1644188051
Chulym,55.0997,80.9572,-4.58,93,100,2.28,RU,1644188051
Aransas Pass,27.9095,-97.15,62.6,82,75,5.01,US,1644188051
Waipawa,-41.4122,175.5153,60.46,78,100,11.92,NZ,1644187884
Liverpool,53.4106,-2.9779,42.67,87,75,11.99,GB,1644187742
Lendava,46.5649,16.4509,49.44,23,100,18.32,SI,1644188052
Domoni,-12.2569,44.5319,79.21,84,66,4.85,KM,1644188052
Balkhash,46.844,74.9804,14.88,91,100,7.4,KZ,1644188053
Belgrade,44.804,20.4651,46.06,57,0,10.36,RS,1644188042
Drumheller,51.4617,-112.7101,52.93,40,51,3.44,CA,1644188053
Port Hedland,-20.3167,118.5667,78.85,100,35,5.75,AU,1644187877
Chiredzi,-21.05,31.6667,72.16,62,49,10.22,ZW,1644188054
Baruun-Urt,46.6806,113.2792,-1.95,90,8,6.69,MN,1644188054
Cabo San Lucas,22.8909,-109.9124,73.51,62,1,3.0,MX,1644187809
Yarmouth,41.7057,-70.2286,29.08,73,97,6.33,US,1644188055
Kitui,-1.367,38.0106,68.7,54,100,3.02,KE,1644188055
Shudayag,63.5266,53.6058,15.69,91,100,8.88,RU,1644188055
Necochea,-38.5473,-58.7368,64.04,74,88,14.97,AR,1644187818
Sorong,-0.8833,131.25,80.02,82,99,9.37,ID,1644187793
Belawan,3.7755,98.6832,79.09,92,100,6.98,ID,1644188056
Miquelon,47.0975,-56.3814,17.6,55,100,24.2,PM,1644188056
Östersund,63.1792,14.6357,27.61,93,100,8.05,SE,1644187947
Chapais,49.7834,-74.8492,4.78,94,100,7.83,CA,1644187798
Pevek,69.7008,170.3133,-23.85,99,22,0.58,RU,1644188117
Departamento de Maldonado,-34.6667,-54.9167,67.39,76,80,21.39,UY,1644188117
Ekpoma,6.7421,6.139,68.54,80,3,4.21,NG,1644188118
Sabzawār,36.2126,57.6819,36.37,66,53,4.34,IR,1644188118
Pochutla,15.7432,-96.4661,83.82,53,0,6.38,MX,1644188118
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,75.29,40,0,5.84,AR,1644187988
Mount Isa,-20.7333,139.5,80.37,61,49,10.36,AU,1644188119
Forsytheganj,52.6333,29.7333,32.59,94,100,13.22,BY,1644187657
Thinadhoo,0.5333,72.9333,82.09,67,77,11.21,MV,1644187627
Sturgeon Bay,44.8342,-87.377,32.09,86,100,0.0,US,1644188119
Napier City,-39.4833,176.9167,66.24,98,100,10.0,NZ,1644188120
Carmaux,44.051,2.158,46.31,78,100,11.61,FR,1644188120
Hanyang,32.1371,105.5126,31.75,84,73,3.53,CN,1644188120
Riyadh,24.6877,46.7219,50.14,41,0,6.22,SA,1644187327
Teya,60.3778,92.6267,9.01,98,100,2.57,RU,1644188121
Maragogi,-9.0122,-35.2225,79.65,73,67,11.36,BR,1644188121
Kungurtug,50.5994,97.5228,-13.5,94,28,1.63,RU,1644188025
Ouadda,8.0777,22.4007,65.52,19,51,6.96,CF,1644188121
Sunndalsøra,62.6754,8.5515,38.05,97,100,5.28,NO,1644188122
Kahului,20.8947,-156.47,82.42,64,0,18.41,US,1644187936
Luau,-10.7073,22.2247,63.3,92,97,1.32,AO,1644187870
Shimokizukuri,40.8061,140.3861,28.11,61,100,11.92,JP,1644188122
Kumul,42.8,93.45,24.69,37,16,8.77,CN,1644187914
Nago,26.5881,127.9761,59.07,67,77,7.18,JP,1644188123
Yangcun,39.3639,117.0603,24.78,40,84,5.7,CN,1644188123
Havelock,34.8791,-76.9013,48.43,77,58,7.9,US,1644188123
Hualmay,-11.0964,-77.6139,72.52,73,86,9.17,PE,1644187717
Kingman,35.1894,-114.053,63.12,3,0,5.99,US,1644187886
Port Blair,11.6667,92.75,78.06,82,14,11.5,IN,1644187552
Lebanon,36.2081,-86.2911,51.85,40,0,4.61,US,1644187944
Onega,63.9061,38.1404,9.99,94,91,10.74,RU,1644188124
Canavieiras,-15.675,-38.9472,76.87,86,37,5.01,BR,1644188106
Maroantsetra,-15.4333,49.7333,74.84,87,92,5.35,MG,1644188125
Ambon City,-3.6954,128.1814,77.14,88,40,8.05,ID,1644188125
Weihai,37.5017,122.1136,31.21,58,77,5.12,CN,1644188126
Mutare,-18.9707,32.6709,61.32,95,32,1.63,ZW,1644188126
Avera,33.194,-82.5271,47.75,53,100,6.31,US,1644188126
Kirakira,-10.4544,161.9205,84.2,78,98,10.47,SB,1644187943
Piaçabuçu,-10.4056,-36.4344,80.02,77,2,10.67,BR,1644188127
Zaranj,30.9667,61.8833,51.22,37,0,7.34,AF,1644188127
Kaeo,-35.1,173.7833,76.32,99,100,5.01,NZ,1644188128
Mossamedes,-15.1961,12.1522,74.03,67,97,10.78,AO,1644187599
Çorum Province,40.5,34.75,11.73,94,15,2.48,TR,1644188114
Port Macquarie,-31.4333,152.9167,70.9,76,88,14.97,AU,1644187934
Nacajuca,18.1333,-93.0167,67.01,85,93,1.52,MX,1644188128
Suntar,62.1444,117.6319,-0.15,98,100,2.89,RU,1644188129
Gwadar,25.1216,62.3254,70.61,82,0,8.1,PK,1644188129
Auki,-8.7676,160.7034,82.67,82,100,10.27,SB,1644188129
Camacha,33.0833,-16.3333,59.76,63,40,16.11,PT,1644188130
Sikandra Rao,27.7,78.4,50.68,73,0,1.9,IN,1644188130
Diffa,13.3154,12.6113,64.69,32,0,10.02,NE,1644188190
Inírida,3.8653,-67.9239,79.32,81,100,3.0,CO,1644188184
Assiut,27.181,31.1837,51.98,50,0,6.89,EG,1644188191
Maniitsoq,65.4167,-52.9,4.66,76,100,18.32,GL,1644188107
Bom Jesus da Lapa,-13.255,-43.4181,70.57,92,100,5.48,BR,1644188192
Kamiiso,41.8167,140.65,10.78,92,40,4.61,JP,1644188192
Monze,-16.2833,27.4833,62.1,92,86,4.43,ZM,1644188192
Igarka,67.4667,86.5833,-21.6,99,58,7.63,RU,1644188192
Rassvet,46.8333,40.75,30.79,99,100,13.42,RU,1644188193
Tiarei,-17.5333,-149.3333,84.22,74,39,20.8,PF,1644188193
